rank,game,stack_size,players,teams,pitcher,stack_type,simulation_stack_type,base_stack_score,avg_player_hr_probability,simulated_any_hr_probability,simulated_all_hr_probability,adjusted_all_hr_probability,correlation_boost,avg_ev_percent,simulation_stack_score,simulation_stack_grade,payout_profile
1711,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Pete Crow-Armstrong + Michael Harris II + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.95,9.76%,33.71%,0.0087%,0.0103%,18.71%,-39.81%,57.66,SIM_THIN_4MAN,NO_ODDS
1712,San Francisco Giants @ Los Angeles Dodgers,4,Andy Pages + Dalton Rushing + Teoscar Hernández + Kyle Tucker,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.77,9.57%,33.13%,0.0082%,0.0097%,18.30%,-43.31%,57.65,SIM_THIN_4MAN,NO_ODDS
1713,Chicago Cubs @ Atlanta Braves,3,Moisés Ballesteros + Dansby Swanson + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.28,9.87%,26.81%,0.0927%,0.1106%,19.37%,-30.86%,57.65,SIM_THIN_3MAN,NO_ODDS
1714,San Francisco Giants @ Los Angeles Dodgers,4,Freddie Freeman + Andy Pages + Dalton Rushing + Kyle Tucker,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.97,9.45%,32.78%,0.0078%,0.0093%,18.36%,-41.95%,57.64,SIM_THIN_4MAN,NO_ODDS
1715,Arizona Diamondbacks @ Texas Rangers,3,Jake Burger + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.33,9.20%,25.18%,0.0735%,0.0881%,19.93%,-27.52%,57.64,SIM_THIN_3MAN,NO_ODDS
1716,Chicago Cubs @ Atlanta Braves,3,Seiya Suzuki + Michael Busch + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.02,10.27%,27.78%,0.1038%,0.1238%,19.24%,-42.49%,57.64,SIM_THIN_3MAN,NO_ODDS
1717,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Ezequiel Duran + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.50,9.05%,24.81%,0.0708%,0.0849%,19.99%,-24.43%,57.63,SIM_THIN_3MAN,NO_ODDS
1718,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Salvador Perez + Nick Loftin + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.46,9.43%,32.81%,0.0068%,0.0081%,18.99%,-38.60%,57.63,SIM_THIN_4MAN,NO_ODDS
1719,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Salvador Perez + Lane Thomas + Andrew Benintendi,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.29,9.50%,33.01%,0.0074%,0.0088%,18.95%,-39.34%,57.63,SIM_THIN_4MAN,NO_ODDS
1720,Kansas City Royals @ Chicago White Sox,4,Vinnie Pasquantino + Isaac Collins + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.83,9.72%,33.76%,0.0073%,0.0087%,18.70%,-38.96%,57.63,SIM_THIN_4MAN,NO_ODDS
1721,Kansas City Royals @ Chicago White Sox,4,Salvador Perez + Isaac Collins + Colson Montgomery + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.70,9.81%,33.90%,0.0084%,0.0100%,18.68%,-40.47%,57.63,SIM_THIN_4MAN,NO_ODDS
1722,Kansas City Royals @ Chicago White Sox,4,Isaac Collins + Munetaka Murakami + Miguel Vargas + Andrew Benintendi,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.31,9.94%,34.39%,0.0082%,0.0097%,18.48%,-37.86%,57.63,SIM_THIN_4MAN,NO_ODDS
1723,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Carson Kelly + Alex Bregman + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.40,8.93%,31.22%,0.0063%,0.0075%,19.44%,-36.50%,57.62,SIM_THIN_4MAN,NO_ODDS
1724,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Alex Bregman + Nico Hoerner + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.96,9.11%,31.85%,0.0058%,0.0069%,19.31%,-38.29%,57.62,SIM_THIN_4MAN,NO_ODDS
1725,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Isaac Collins + Nick Loftin + Colson Montgomery,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.34,9.41%,32.81%,0.0062%,0.0073%,18.96%,-36.74%,57.62,SIM_THIN_4MAN,NO_ODDS
1726,San Francisco Giants @ Los Angeles Dodgers,3,Freddie Freeman + Andy Pages + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.12,10.31%,27.86%,0.1096%,0.1298%,18.45%,-39.90%,57.61,SIM_THIN_3MAN,NO_ODDS
1727,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Alex Bregman + Michael Harris II + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.89,9.74%,33.65%,0.0089%,0.0106%,18.69%,-39.18%,57.61,SIM_THIN_4MAN,NO_ODDS
1728,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Pete Crow-Armstrong + Matt Olson + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.87,9.73%,33.62%,0.0088%,0.0104%,18.69%,-38.73%,57.61,SIM_THIN_4MAN,NO_ODDS
1729,Chicago Cubs @ Atlanta Braves,3,Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.35,8.41%,23.26%,0.0516%,0.0620%,20.05%,-32.48%,57.60,SIM_THIN_3MAN,NO_ODDS
1730,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + George Springer + Andrés Giménez,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.74,8.94%,24.70%,0.0539%,0.0646%,19.72%,-41.24%,57.60,SIM_THIN_3MAN,NO_ODDS
1731,Kansas City Royals @ Chicago White Sox,4,Carter Jensen + Isaac Collins + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.85,9.65%,33.57%,0.0070%,0.0084%,18.72%,-37.34%,57.60,SIM_THIN_4MAN,NO_ODDS
1732,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Dansby Swanson + Michael Harris II + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.99,9.66%,33.42%,0.0084%,0.0099%,18.73%,-37.95%,57.59,SIM_THIN_4MAN,NO_ODDS
1733,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Carson Kelly + Michael Harris II + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.94,9.63%,33.30%,0.0085%,0.0101%,18.71%,-35.16%,57.59,SIM_THIN_4MAN,NO_ODDS
1734,Kansas City Royals @ Chicago White Sox,4,Maikel Garcia + Isaac Collins + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.86,9.68%,33.63%,0.0071%,0.0085%,18.72%,-38.50%,57.59,SIM_THIN_4MAN,NO_ODDS
1735,Chicago Cubs @ Atlanta Braves,3,Michael Busch + Alex Bregman + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.95,10.25%,27.71%,0.1061%,0.1265%,19.21%,-41.65%,57.58,SIM_THIN_3MAN,NO_ODDS
1736,Kansas City Royals @ Chicago White Sox,3,Bobby Witt Jr. + Salvador Perez + Andrew Benintendi,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.44,10.38%,28.06%,0.1076%,0.1281%,19.00%,-37.00%,57.58,SIM_THIN_3MAN,NO_ODDS
1737,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Michael Busch + Nico Hoerner + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.03,8.95%,31.35%,0.0055%,0.0065%,19.37%,-34.18%,57.57,SIM_THIN_4MAN,NO_ODDS
1738,Arizona Diamondbacks @ Texas Rangers,3,Joc Pederson + Gabriel Moreno + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.30,9.02%,24.71%,0.0718%,0.0861%,19.93%,-21.41%,57.56,SIM_THIN_3MAN,NO_ODDS
1739,San Francisco Giants @ Los Angeles Dodgers,4,Will Smith + Teoscar Hernández + Kyle Tucker + Mookie Betts,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.45,9.74%,33.63%,0.0087%,0.0103%,18.16%,-47.22%,57.54,SIM_THIN_4MAN,NO_ODDS
1740,Arizona Diamondbacks @ Texas Rangers,3,Josh Jung + Evan Carter + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.44,8.99%,24.62%,0.0718%,0.0862%,19.98%,-22.86%,57.54,SIM_THIN_3MAN,NO_ODDS
1741,San Francisco Giants @ Los Angeles Dodgers,4,Freddie Freeman + Will Smith + Kyle Tucker + Mookie Betts,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.65,9.62%,33.29%,0.0083%,0.0099%,18.23%,-45.86%,57.53,SIM_THIN_4MAN,NO_ODDS
1742,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Alex Bregman + Michael Harris II + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.93,9.65%,33.36%,0.0086%,0.0102%,18.71%,-37.32%,57.53,SIM_THIN_4MAN,NO_ODDS
1743,Chicago Cubs @ Atlanta Braves,3,Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.33,8.44%,23.33%,0.0521%,0.0625%,20.05%,-35.35%,57.52,SIM_THIN_3MAN,NO_ODDS
1744,Tampa Bay Rays @ Toronto Blue Jays,2,Kazuma Okamoto + Andrés Giménez,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.81,9.28%,17.91%,0.6523%,0.7814%,19.78%,-36.80%,57.52,SIM_THIN_2MAN,NO_ODDS
1745,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + Daulton Varsho + Ernie Clement,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.71,8.88%,24.55%,0.0518%,0.0620%,19.73%,-40.30%,57.52,SIM_THIN_3MAN,NO_ODDS
1746,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Carter Jensen + Vinnie Pasquantino + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,53.73,8.48%,29.94%,0.0046%,0.0055%,19.13%,-38.05%,57.52,SIM_THIN_4MAN,NO_ODDS
1747,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Maikel Garcia + Vinnie Pasquantino + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,53.74,8.51%,30.01%,0.0046%,0.0055%,19.13%,-39.21%,57.51,SIM_THIN_4MAN,NO_ODDS
1748,San Francisco Giants @ Los Angeles Dodgers,4,Freddie Freeman + Dalton Rushing + Teoscar Hernández + Mookie Betts,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.65,9.61%,33.25%,0.0085%,0.0100%,18.22%,-45.45%,57.51,SIM_THIN_4MAN,NO_ODDS
1749,Arizona Diamondbacks @ Texas Rangers,2,Josh Jung + Ezequiel Duran,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.51,8.70%,16.65%,0.7413%,0.8894%,19.98%,-29.30%,57.49,SIM_THIN_2MAN,NO_ODDS
1750,Chicago Cubs @ Atlanta Braves,3,Dansby Swanson + Pete Crow-Armstrong + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.33,9.79%,26.58%,0.0933%,0.1114%,19.38%,-31.86%,57.49,SIM_THIN_3MAN,NO_ODDS
1751,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Michael Busch + Nico Hoerner + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.07,8.85%,31.05%,0.0053%,0.0063%,19.39%,-32.32%,57.49,SIM_THIN_4MAN,NO_ODDS
1752,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Maikel Garcia + Carter Jensen + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,53.76,8.44%,29.80%,0.0045%,0.0053%,19.15%,-37.58%,57.48,SIM_THIN_4MAN,NO_ODDS
1753,San Francisco Giants @ Los Angeles Dodgers,3,Andy Pages + Will Smith + Dalton Rushing,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.12,10.27%,27.77%,0.1070%,0.1267%,18.43%,-41.11%,57.46,SIM_THIN_3MAN,NO_ODDS
1754,San Francisco Giants @ Los Angeles Dodgers,4,Max Muncy + Freddie Freeman + Kyle Tucker + Casey Schmitt,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.39,10.41%,35.74%,0.0102%,0.0120%,18.03%,-42.27%,57.46,SIM_THIN_4MAN,NO_ODDS
1755,Arizona Diamondbacks @ Texas Rangers,4,Joc Pederson + Ezequiel Duran + Gabriel Moreno + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.21,8.16%,28.91%,0.0042%,0.0050%,19.87%,-24.96%,57.45,SIM_THIN_4MAN,NO_ODDS
1756,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Carson Kelly + Matt Olson + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.76,9.78%,33.78%,0.0088%,0.0104%,18.62%,-41.69%,57.45,SIM_THIN_4MAN,NO_ODDS
1757,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + George Springer + Ernie Clement,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.63,8.88%,24.55%,0.0519%,0.0621%,19.69%,-40.75%,57.44,SIM_THIN_3MAN,NO_ODDS
1758,Kansas City Royals @ Chicago White Sox,2,Bobby Witt Jr. + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.03,9.63%,18.41%,0.8517%,1.0158%,19.26%,-37.60%,57.44,SIM_THIN_2MAN,NO_ODDS
1759,Kansas City Royals @ Chicago White Sox,4,Salvador Perez + Nick Loftin + Lane Thomas + Munetaka Murakami,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.10,9.55%,33.30%,0.0062%,0.0074%,18.86%,-43.05%,57.44,SIM_THIN_4MAN,NO_ODDS
1760,Chicago Cubs @ Atlanta Braves,4,Ian Happ + Michael Harris II + Matt Olson + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.34,10.44%,35.74%,0.0108%,0.0128%,17.93%,-39.97%,57.43,SIM_THIN_4MAN,NO_ODDS
1761,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + Daulton Varsho + Tyler Heineman,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,54.43,8.89%,24.56%,0.0521%,0.0623%,19.66%,-39.03%,57.41,SIM_THIN_3MAN,NO_ODDS
1762,Arizona Diamondbacks @ Texas Rangers,3,Josh Jung + Evan Carter + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.38,9.07%,24.82%,0.0741%,0.0888%,19.94%,-28.10%,57.41,SIM_THIN_3MAN,NO_ODDS
1763,Chicago Cubs @ Atlanta Braves,4,Moisés Ballesteros + Pete Crow-Armstrong + Nico Hoerner + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.05,8.80%,30.93%,0.0050%,0.0060%,19.38%,-31.98%,57.41,SIM_THIN_4MAN,NO_ODDS
1764,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + Vladimir Guerrero Jr. + Junior Caminero,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.51,10.36%,28.05%,0.1027%,0.1222%,19.06%,-43.02%,57.41,SIM_THIN_3MAN,NO_ODDS
1765,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Alex Bregman + Matt Olson + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.76,9.80%,33.84%,0.0088%,0.0105%,18.61%,-43.84%,57.40,SIM_THIN_4MAN,NO_ODDS
1766,San Francisco Giants @ Los Angeles Dodgers,2,Andy Pages + Teoscar Hernández,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.96,10.51%,19.92%,1.1045%,1.3076%,18.40%,-40.60%,57.39,SIM_THIN_2MAN,NO_ODDS
1767,Chicago Cubs @ Atlanta Braves,4,Moisés Ballesteros + Carson Kelly + Nico Hoerner + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.12,8.70%,30.59%,0.0049%,0.0058%,19.40%,-28.41%,57.39,SIM_THIN_4MAN,NO_ODDS
1768,Kansas City Royals @ Chicago White Sox,4,Vinnie Pasquantino + Lane Thomas + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.72,9.71%,33.72%,0.0072%,0.0086%,18.65%,-42.02%,57.38,SIM_THIN_4MAN,NO_ODDS
1769,Kansas City Royals @ Chicago White Sox,4,Salvador Perez + Lane Thomas + Colson Montgomery + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.59,9.80%,33.87%,0.0084%,0.0099%,18.62%,-43.53%,57.38,SIM_THIN_4MAN,NO_ODDS
1770,Kansas City Royals @ Chicago White Sox,4,Lane Thomas + Munetaka Murakami + Miguel Vargas + Andrew Benintendi,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.19,9.93%,34.35%,0.0081%,0.0096%,18.43%,-40.92%,57.38,SIM_THIN_4MAN,NO_ODDS
1771,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Vinnie Pasquantino + Isaac Collins + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,53.69,8.42%,29.74%,0.0044%,0.0053%,19.12%,-37.77%,57.37,SIM_THIN_4MAN,NO_ODDS
1772,Arizona Diamondbacks @ Texas Rangers,4,Joc Pederson + Ezequiel Duran + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.17,8.23%,29.11%,0.0043%,0.0051%,19.84%,-28.89%,57.37,SIM_THIN_4MAN,NO_ODDS
1773,Chicago Cubs @ Atlanta Braves,4,Michael Busch + Carson Kelly + Nico Hoerner + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.85,8.97%,31.42%,0.0055%,0.0065%,19.28%,-36.06%,57.37,SIM_THIN_4MAN,NO_ODDS
1774,Chicago Cubs @ Atlanta Braves,2,Moisés Ballesteros + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.45,10.36%,19.65%,1.0552%,1.2551%,18.94%,-27.38%,57.37,SIM_THIN_2MAN,NO_ODDS
1775,San Francisco Giants @ Los Angeles Dodgers,4,Max Muncy + Andy Pages + Dalton Rushing + Rafael Devers,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.19,10.48%,35.94%,0.0101%,0.0119%,17.95%,-43.45%,57.37,SIM_THIN_4MAN,NO_ODDS
1776,San Francisco Giants @ Los Angeles Dodgers,4,Max Muncy + Teoscar Hernández + Kyle Tucker + Heliot Ramos,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.15,10.48%,35.94%,0.0104%,0.0122%,17.96%,-43.47%,57.37,SIM_THIN_4MAN,NO_ODDS
1777,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Michael Busch + Nico Hoerner + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.89,9.00%,31.55%,0.0054%,0.0065%,19.30%,-38.84%,57.36,SIM_THIN_4MAN,NO_ODDS
1778,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Nick Loftin + Lane Thomas + Colson Montgomery,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,48.22,9.40%,32.78%,0.0061%,0.0073%,18.91%,-39.80%,57.36,SIM_THIN_4MAN,NO_ODDS
1779,San Francisco Giants @ Los Angeles Dodgers,4,Max Muncy + Freddie Freeman + Kyle Tucker + Heliot Ramos,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.36,10.36%,35.60%,0.0099%,0.0117%,18.03%,-42.11%,57.36,SIM_THIN_4MAN,NO_ODDS
1780,Chicago Cubs @ Atlanta Braves,2,Moisés Ballesteros + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.44,8.44%,16.27%,0.6087%,0.7314%,20.16%,-22.54%,57.35,SIM_THIN_2MAN,NO_ODDS
1781,San Francisco Giants @ Los Angeles Dodgers,2,Freddie Freeman + Andy Pages,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.36,10.28%,19.50%,1.0545%,1.2500%,18.54%,-37.89%,57.35,SIM_THIN_2MAN,NO_ODDS
1782,San Francisco Giants @ Los Angeles Dodgers,4,Andy Pages + Teoscar Hernández + Kyle Tucker + Mookie Betts,Los Angeles Dodgers,Robbie Ray,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,51.47,9.60%,33.22%,0.0083%,0.0098%,18.17%,-46.08%,57.35,SIM_THIN_4MAN,NO_ODDS
1783,Arizona Diamondbacks @ Texas Rangers,4,Josh Jung + Evan Carter + Ezequiel Duran + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.27,8.20%,29.02%,0.0043%,0.0051%,19.88%,-29.98%,57.35,SIM_THIN_4MAN,NO_ODDS
1784,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Michael Busch + Michael Harris II + Drake Baldwin,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.83,9.64%,33.35%,0.0083%,0.0099%,18.67%,-39.74%,57.35,SIM_THIN_4MAN,NO_ODDS
1785,Kansas City Royals @ Chicago White Sox,4,Carter Jensen + Lane Thomas + Munetaka Murakami + Miguel Vargas,Kansas City Royals / Chicago White Sox,Noah Schultz / Seth Lugo,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,47.73,9.64%,33.53%,0.0070%,0.0083%,18.67%,-40.39%,57.35,SIM_THIN_4MAN,NO_ODDS
1786,Kansas City Royals @ Chicago White Sox,4,Bobby Witt Jr. + Carter Jensen + Isaac Collins + Lane Thomas,Kansas City Royals,Noah Schultz,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,53.71,8.35%,29.53%,0.0042%,0.0051%,19.14%,-36.15%,57.34,SIM_THIN_4MAN,NO_ODDS
